Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA
18,Female,Asian,High School,0.227793362,5,No,Very High,No,No,No,No,2.543009095
16,Female,Caucasian,Bachelor's,13.93014367,26,No,Low,Yes,No,No,No,0.64545438
16,Female,Caucasian,Some College,7.520835822,5,No,None,No,No,No,No,2.631367841
15,Female,Other,High School,18.8521942,3,No,None,Yes,No,No,No,2.712420466
17,Female,Caucasian,High School,16.35969542,10,No,High,No,Yes,No,No,2.672755461
15,Female,Caucasian,High School,11.75388939,20,No,Very High,No,No,Yes,No,1.714811785
18,Female,African American,Bachelor's,5.043639636,29,Yes,Moderate,Yes,No,No,No,0.210979179
17,Female,African American,Some College,4.074347866,17,No,High,Yes,No,No,No,1.859071573
16,Female,Caucasian,Some College,6.807696754,2,No,None,No,Yes,No,No,2.672866707
17,Female,Caucasian,Some College,9.531358872,2,No,Low,Yes,No,No,No,2.719201157
16,Male,Caucasian,High School,5.921310201,29,No,High,Yes,No,No,No,0.736992886
17,Female,African American,Bachelor's,10.29858991,11,Yes,None,Yes,No,No,No,2.295213478
17,Male,African American,Some College,3.30740851,26,Yes,Moderate,Yes,Yes,No,No,0.840690941
17,Male,Caucasian,High School,19.55425626,20,Yes,High,No,Yes,No,No,2.131628504
18,Male,African American,High School,2.158491099,29,Yes,High,Yes,Yes,Yes,Yes,0.992296574
18,Male,Asian,Some College,18.63888279,20,No,Moderate,Yes,Yes,No,No,1.451872243
15,Female,Caucasian,Bachelor's,18.27156023,5,No,High,No,No,Yes,Yes,2.860396826
15,Male,Caucasian,High School,10.50720964,20,No,Moderate,No,No,No,No,1.182565054
16,Female,African American,Bachelor's,14.49820544,27,Yes,None,No,No,No,No,0.130654238
18,Female,Caucasian,Some College,8.720965959,5,Yes,High,Yes,No,No,No,3.362716215
16,Male,Caucasian,High School,12.60069155,7,No,Low,Yes,No,No,Yes,2.251847104
15,Female,African American,None,6.811518748,14,No,None,No,Yes,No,No,1.688476384
16,Male,Asian,High School,6.023180396,17,Yes,Moderate,No,No,No,Yes,1.815401718
15,Male,Asian,Some College,11.56459572,19,No,High,No,No,No,No,1.494869559
18,Female,African American,High School,9.962593484,28,Yes,Low,No,Yes,No,No,0
17,Female,Asian,High School,11.59072738,15,No,None,No,No,No,Yes,1.571786434
18,Male,Caucasian,Some College,5.733211626,5,No,Low,No,No,No,Yes,2.234685549
16,Female,African American,Some College,7.339156636,27,No,Moderate,Yes,No,No,No,0.508656501
16,Female,Caucasian,High School,1.677959213,20,No,Moderate,No,No,No,No,0.70167991
18,Female,Caucasian,Some College,1.045527445,16,No,Low,Yes,Yes,No,No,1.817789572
18,Male,Asian,Some College,5.069142593,8,No,High,No,No,No,No,2.337558462
15,Male,African American,Some College,1.484937187,18,Yes,High,Yes,Yes,No,No,1.763324116
16,Female,Caucasian,Bachelor's,2.075494173,17,No,High,No,No,No,No,1.580149839
16,Female,Other,High School,16.25856811,24,Yes,Moderate,Yes,No,No,No,1.513660413
18,Female,Caucasian,Bachelor's,0.77747394,22,No,Moderate,No,No,Yes,No,0.546839868
17,Female,Caucasian,Some College,13.17885588,4,Yes,Moderate,No,No,No,No,3.112170722
16,Female,Caucasian,Some College,5.451154976,27,No,Moderate,No,No,No,No,0.30759406
17,Male,Asian,Some College,17.43091361,5,No,None,No,No,No,No,2.22851143
18,Female,Asian,Some College,9.699845692,11,No,High,Yes,No,No,Yes,2.506415414
18,Male,Caucasian,High School,6.111529187,10,No,Moderate,No,No,No,No,1.977538044
15,Female,African American,Some College,10.35277871,15,Yes,Low,Yes,No,No,No,2.340811013
16,Male,Caucasian,Some College,7.639160381,19,No,Low,No,No,No,Yes,1.26112824
17,Female,Asian,Some College,11.28602129,16,No,Low,Yes,No,Yes,No,1.783001896
15,Male,Caucasian,High School,2.290657367,19,Yes,Very High,No,No,No,No,1.501240092
16,Female,Caucasian,Bachelor's,19.93981006,8,No,Low,No,Yes,No,Yes,2.239253985
15,Male,Other,Some College,8.511117554,0,Yes,High,No,Yes,No,No,3.823801328
18,Male,Caucasian,None,6.964612794,25,No,Moderate,Yes,Yes,No,Yes,0.895261805
16,Male,Caucasian,Some College,14.20419697,2,Yes,High,No,Yes,No,No,3.532640383
15,Male,African American,Some College,7.27798813,20,No,Moderate,No,No,No,No,1.022641734
15,Male,Other,Some College,16.6654861,22,Yes,Very High,No,No,No,No,1.960538709
17,Male,Caucasian,Some College,9.085414487,8,No,Low,No,Yes,Yes,No,2.745491801
15,Female,Caucasian,Bachelor's,14.39116827,21,No,Moderate,No,No,Yes,Yes,1.554112899
16,Male,Caucasian,High School,2.149064329,18,No,Low,No,No,No,No,0.706825346
16,Female,African American,Some College,16.92238371,12,No,Moderate,Yes,Yes,No,No,2.823600085
17,Female,Caucasian,Bachelor's,14.71435974,22,No,Moderate,Yes,No,Yes,No,1.293408827
16,Female,African American,Bachelor's,4.234335569,13,No,High,Yes,No,No,No,2.126276926
18,Female,Other,Some College,2.905720195,19,No,Moderate,No,No,No,No,1.112671201
16,Female,Caucasian,Bachelor's,6.325846975,18,Yes,None,No,No,Yes,No,1.261587709
16,Male,Caucasian,None,19.52141172,29,No,High,Yes,Yes,No,No,1.078485135
15,Male,Caucasian,Bachelor's,5.136631491,22,Yes,Moderate,No,No,No,Yes,0.675458391
15,Male,Caucasian,High School,9.122544179,26,No,Low,No,Yes,Yes,No,0.68547287
16,Female,Asian,High School,0.600404514,26,No,Very High,Yes,Yes,Yes,No,1.020926365
17,Male,Caucasian,High School,7.944550591,6,Yes,Very High,No,No,No,No,3.427620858
15,Male,Caucasian,Some College,11.42640031,3,Yes,High,No,No,No,No,3.248572792
17,Male,African American,High School,19.06249225,11,No,High,No,No,No,No,2.278951505
16,Male,Caucasian,High School,10.3347209,22,No,None,No,Yes,No,No,0.833079022
16,Male,African American,High School,16.38214652,26,No,Very High,No,No,No,No,0.857092794
18,Female,Caucasian,High School,10.94255285,13,No,Moderate,No,Yes,No,No,1.744497663
15,Male,Asian,Some College,0.815700269,1,No,Low,No,No,Yes,Yes,2.806877505
16,Female,Other,Some College,6.300165504,0,No,High,Yes,No,Yes,No,3.490543307
18,Female,African American,High School,11.51099016,27,No,Low,No,Yes,No,No,0.693964852
15,Female,Other,Some College,19.01187932,17,No,Moderate,Yes,No,No,No,2.161558737
16,Female,Caucasian,Bachelor's,17.1826072,19,Yes,Low,No,No,No,No,1.893344472
16,Female,Caucasian,Some College,4.567112284,7,Yes,Moderate,Yes,No,Yes,No,2.882958071
15,Male,African American,High School,4.4021966,2,No,Moderate,Yes,Yes,No,Yes,3.270373861
15,Male,African American,Some College,4.023459342,25,No,Moderate,Yes,Yes,Yes,No,1.0270156
15,Male,Caucasian,High School,18.44997793,5,No,None,Yes,Yes,No,Yes,2.489668902
16,Female,Caucasian,High School,17.05332306,21,Yes,Moderate,No,No,No,No,1.708798771
16,Male,Caucasian,High School,15.49766865,12,No,Moderate,No,No,Yes,No,2.324093257
18,Male,Caucasian,Bachelor's,7.854702284,8,No,Low,No,No,No,No,2.197491146
17,Female,Caucasian,High School,10.08761409,8,No,Very High,No,No,No,Yes,2.5001133
15,Female,Asian,None,9.286634896,19,No,Moderate,No,No,No,No,1.050005852
16,Female,Caucasian,High School,5.067962151,8,No,High,No,No,Yes,Yes,2.438440919
16,Female,Caucasian,Bachelor's,10.10056092,14,Yes,Low,No,No,No,No,1.914601844
15,Male,African American,Some College,0.609930957,12,No,Moderate,Yes,Yes,No,No,1.62783713
17,Female,African American,High School,2.63620747,21,No,Low,Yes,Yes,No,No,1.069524152
15,Female,Asian,Some College,17.73179192,15,No,Moderate,No,Yes,No,No,2.369652313
17,Male,African American,Some College,15.03359534,1,No,Low,No,No,No,No,2.974740695
16,Male,Caucasian,Some College,8.457368181,25,No,Moderate,Yes,No,No,No,0.357808892
17,Female,Asian,High School,10.34300725,13,No,Moderate,No,No,Yes,Yes,1.92255149
18,Male,African American,Bachelor's,7.399977719,26,No,Low,No,No,No,No,0.330966908
16,Female,Caucasian,High School,14.81559734,5,Yes,High,No,No,No,Yes,3.219685483
18,Female,African American,Some College,15.68374358,1,Yes,Very High,No,Yes,No,No,3.951459951
15,Male,Other,None,15.2657038,7,No,Low,No,No,No,No,2.795210553
15,Male,Caucasian,High School,14.4522345,3,Yes,High,Yes,No,No,No,3.561743268
15,Female,Caucasian,High School,4.090086774,20,Yes,High,No,No,No,No,1.361088227
17,Female,Caucasian,Some College,6.759399585,23,No,Moderate,No,No,Yes,No,0.738958982
16,Female,Caucasian,None,9.3969087,13,No,High,Yes,No,No,Yes,2.320772544
15,Male,Caucasian,Some College,6.615859829,10,No,Very High,Yes,No,No,No,2.837891418
15,Female,African American,High School,15.098804,23,No,Moderate,No,No,No,Yes,0.827339491
16,Female,Caucasian,Some College,6.587070485,27,Yes,High,Yes,No,No,Yes,0.875883705
15,Female,Other,Bachelor's,2.764641736,13,No,High,Yes,No,No,No,1.467968316
18,Female,Asian,Some College,7.980809041,11,No,Moderate,Yes,No,Yes,No,2.122102757
16,Female,African American,Some College,19.59828866,15,No,Moderate,Yes,No,No,No,2.481813409
16,Male,Asian,Some College,4.517628259,5,No,Very High,Yes,No,No,No,2.876083673
16,Female,Caucasian,High School,12.24317318,19,No,High,No,Yes,No,No,1.662692199
18,Female,Caucasian,Bachelor's,8.659460997,0,No,Low,Yes,No,No,No,2.964058726
16,Female,African American,High School,1.420491353,11,No,Low,Yes,No,Yes,No,2.032178463
18,Female,Asian,Some College,9.75753212,6,Yes,Very High,No,Yes,No,No,3.207819245
16,Male,Asian,Some College,14.04328657,7,Yes,None,No,No,No,No,2.553484846
17,Male,Caucasian,High School,10.26439952,8,Yes,High,Yes,Yes,No,No,3.128858646
15,Male,Other,High School,17.44212127,1,Yes,Low,Yes,Yes,No,No,4
17,Female,Caucasian,Some College,5.778740333,16,Yes,None,No,No,No,Yes,1.357062701
15,Female,Asian,Bachelor's,1.724983426,19,No,None,No,Yes,No,No,0.684887998
18,Male,Other,Bachelor's,18.73131223,12,No,Moderate,Yes,No,No,No,2.234696287
17,Male,Caucasian,Some College,7.563926991,4,No,None,No,No,No,Yes,1.953200561
16,Male,Asian,Some College,11.52811103,9,No,Moderate,No,Yes,No,No,2.470924003
15,Female,Caucasian,Bachelor's,15.84006252,11,No,High,No,Yes,No,No,2.512488759
15,Female,Caucasian,None,6.486273278,16,Yes,Moderate,No,No,Yes,No,2.097251578
17,Male,African American,High School,14.32329076,20,No,High,Yes,No,No,Yes,1.345131463
18,Male,African American,Some College,2.708376996,5,No,Moderate,No,No,No,Yes,2.241727972
17,Male,Other,Bachelor's,5.825874944,2,No,Moderate,No,No,No,No,2.637348955
18,Female,African American,Bachelor's,2.894212723,27,No,Moderate,No,No,Yes,No,0.286110039
18,Female,Caucasian,Some College,16.22461117,14,Yes,Moderate,No,Yes,No,No,2.084547707
15,Female,Asian,None,4.452984705,6,No,Very High,Yes,No,No,No,2.777885894
17,Male,Other,Some College,14.34807111,29,No,High,No,No,No,No,0.484183196
17,Male,Caucasian,High School,18.86596794,5,No,Moderate,No,No,No,No,2.875735286
18,Female,Other,High School,10.55544418,3,Yes,High,No,No,No,No,3.471337214
17,Male,Caucasian,Some College,10.80058385,18,No,Moderate,No,No,No,No,1.318074459
16,Female,Asian,None,9.220671362,4,No,Low,Yes,No,No,No,2.715908932
16,Male,Caucasian,Bachelor's,6.517802868,2,Yes,Moderate,No,Yes,No,No,3.474561845
17,Male,Caucasian,Some College,9.513100618,25,No,High,Yes,No,No,No,0.934942991
17,Male,Caucasian,Some College,12.05615065,24,No,Moderate,No,No,No,Yes,0.51852243
18,Male,African American,None,19.71983144,8,No,High,No,Yes,No,No,2.726094629
16,Female,Caucasian,High School,18.75529119,5,Yes,Moderate,Yes,No,No,No,3.09906465
16,Male,Caucasian,None,17.24305917,12,No,Moderate,Yes,No,No,No,2.073545292
15,Female,African American,Higher,17.78261071,26,No,Very High,Yes,Yes,Yes,No,1.983133992
18,Female,Other,Bachelor's,9.356983666,21,No,Moderate,No,No,No,No,0.766273679
15,Female,Caucasian,Some College,13.14888654,27,No,High,No,No,No,No,0.636132934
16,Male,Caucasian,High School,17.90133446,29,No,High,Yes,Yes,Yes,No,1.148033413
18,Female,Caucasian,Bachelor's,7.8590153,19,No,Very High,No,Yes,Yes,No,1.75040468
17,Female,Caucasian,High School,19.23524957,3,No,None,Yes,No,No,No,2.821108107
18,Female,Asian,High School,8.315721241,1,No,Low,Yes,No,Yes,Yes,3.240512074
17,Male,Asian,Some College,12.02165331,25,No,High,Yes,No,No,No,0.705861631
17,Male,African American,Bachelor's,14.19609427,3,No,Moderate,Yes,No,No,No,2.912722178
18,Female,Caucasian,None,19.01184026,7,No,Moderate,No,No,No,No,2.894723042
17,Male,Asian,High School,4.892325481,12,No,Low,Yes,Yes,No,No,1.777279849
15,Female,African American,Bachelor's,14.92261956,9,No,Low,No,No,No,Yes,2.457187515
16,Female,Asian,High School,10.41631172,17,Yes,Moderate,No,No,No,No,1.939076537
17,Male,African American,High School,5.371142812,8,No,Low,No,No,No,No,2.291686152
15,Female,Asian,Some College,15.5321368,29,No,Low,No,Yes,No,No,0.584740729
17,Male,African American,Bachelor's,11.0444456,0,No,None,Yes,No,Yes,Yes,2.90546616
16,Male,Caucasian,Some College,13.21947641,12,No,Low,Yes,No,No,No,1.738942134
15,Female,Other,Higher,6.458021372,17,Yes,High,No,Yes,No,No,1.669807052
16,Male,African American,Some College,9.625479037,14,No,High,No,No,No,No,1.648288922
16,Male,African American,None,12.34708502,1,No,None,Yes,No,No,Yes,2.71039131
15,Female,Caucasian,Higher,8.098216285,10,No,Low,Yes,No,No,No,1.956169126
15,Female,African American,Some College,3.967450797,28,No,Moderate,Yes,Yes,No,No,0.672936198
15,Male,African American,High School,19.23280985,13,No,Moderate,Yes,Yes,No,No,2.607172929
18,Male,Caucasian,Some College,10.2293508,21,No,High,Yes,No,Yes,No,1.5660205
15,Female,Caucasian,High School,14.67840741,14,Yes,High,No,No,No,No,2.197394592
15,Male,African American,None,8.220943871,13,Yes,High,Yes,No,No,No,2.332971817
15,Male,Asian,None,7.102635281,15,No,Moderate,Yes,No,No,No,1.773293697
15,Male,African American,Some College,8.143285969,22,No,Moderate,Yes,Yes,No,Yes,1.149649627
17,Male,Caucasian,Bachelor's,8.183932876,28,Yes,High,No,No,No,No,0.840985451
18,Male,African American,Some College,10.88360232,14,No,None,Yes,Yes,No,No,1.563574034
16,Male,Caucasian,Higher,10.8693974,18,No,None,No,No,No,No,0.870713478
15,Male,Caucasian,High School,9.943076318,26,Yes,None,No,Yes,Yes,No,0.613165988
17,Female,Caucasian,High School,2.695715698,8,No,Moderate,Yes,Yes,No,No,2.572391709
17,Female,Caucasian,High School,9.92150957,4,No,Low,No,No,No,No,2.307596623
17,Female,Caucasian,High School,3.382078008,4,No,Low,No,No,Yes,No,2.318046521
16,Female,Caucasian,High School,2.522715726,10,No,High,Yes,No,No,No,2.310557286
15,Female,Caucasian,Some College,18.65291435,27,Yes,Very High,Yes,Yes,Yes,Yes,1.585820037
18,Male,Caucasian,Bachelor's,12.09900026,19,No,Low,Yes,No,Yes,No,1.63061374
18,Male,African American,Higher,13.18980116,24,Yes,Moderate,No,Yes,Yes,No,1.5586322
17,Male,Caucasian,High School,8.035873407,23,No,Low,Yes,No,No,No,0.683505301
16,Male,Caucasian,Bachelor's,18.17961784,27,No,Very High,No,No,No,No,0.970912379
16,Female,Asian,High School,12.75860979,3,No,Low,Yes,No,No,Yes,3.344626675
16,Male,Caucasian,High School,15.38339739,19,No,High,No,Yes,No,No,1.885916652
18,Male,African American,Bachelor's,7.371249381,17,No,Low,Yes,No,No,No,1.469964557
17,Female,Caucasian,Some College,19.20023762,24,No,High,No,No,No,No,1.436375445
15,Male,Caucasian,High School,16.4092258,2,Yes,Low,Yes,Yes,No,No,3.399542858
18,Male,African American,Some College,17.07896926,3,Yes,Low,No,Yes,No,No,3.563535791
17,Female,African American,High School,3.443885349,13,No,Low,Yes,Yes,Yes,No,2.07443875
17,Male,Asian,Some College,5.419264157,6,No,Low,No,No,No,No,2.504005287
15,Male,African American,Some College,5.712531994,25,Yes,High,Yes,No,No,No,0.966948807
15,Male,Other,Higher,5.418184465,7,No,High,No,No,No,No,2.691044205
15,Male,Caucasian,None,17.10816324,23,No,Moderate,No,Yes,No,No,0.864785084
16,Male,Caucasian,High School,0.637695904,15,Yes,Very High,Yes,No,No,No,1.993952453
15,Female,Caucasian,Some College,1.52199978,19,No,Moderate,Yes,No,No,No,1.20017972
17,Female,Caucasian,Some College,5.478297413,14,No,Very High,No,Yes,No,No,2.195712898
15,Female,African American,High School,3.997459493,6,No,Low,No,No,Yes,No,1.901266524
17,Female,African American,Some College,4.637192278,25,No,Very High,Yes,No,Yes,No,0.839976524
18,Female,Caucasian,Bachelor's,15.95886379,16,No,None,Yes,No,No,Yes,1.362043769
16,Female,Other,Bachelor's,11.26253188,21,No,Moderate,No,No,No,No,0.850743865
18,Male,Asian,Bachelor's,0.115413226,21,Yes,Moderate,Yes,No,No,No,1.003365306
18,Female,Caucasian,Bachelor's,8.586455314,21,No,Moderate,Yes,Yes,No,No,1.390539698
17,Female,Caucasian,Some College,8.157698537,11,No,Moderate,No,Yes,No,Yes,2.439981326
18,Male,Caucasian,Bachelor's,2.278905389,17,No,Moderate,No,No,Yes,No,1.243311716
17,Male,Caucasian,High School,13.52283577,23,Yes,Very High,Yes,No,No,No,1.964846656
15,Female,Caucasian,High School,14.04194377,13,Yes,Very High,Yes,No,No,No,2.688229331
15,Male,African American,High School,14.41786438,14,Yes,Very High,Yes,Yes,No,No,2.739701667
17,Female,Caucasian,Some College,14.56941891,14,No,Very High,No,No,Yes,No,2.496121936
15,Male,Caucasian,High School,0.001056539,4,Yes,High,No,Yes,No,No,2.968807133
16,Female,Other,Higher,19.07841608,15,No,Very High,No,Yes,No,No,2.215944169
18,Male,African American,High School,16.28417534,4,No,High,Yes,No,No,No,3.503743265
16,Male,Other,None,18.07963393,1,No,Moderate,No,No,Yes,No,3.384729472
18,Female,Caucasian,Some College,0.312865906,19,No,High,No,No,No,No,1.41760401
15,Female,Caucasian,None,18.67717592,27,Yes,Very High,No,No,No,No,1.139337063
16,Female,African American,High School,16.19577057,24,No,High,No,No,No,No,0.769589864
15,Female,Caucasian,High School,16.74438286,8,No,Moderate,No,No,No,No,2.348443454
18,Female,Caucasian,Some College,1.865747694,21,No,None,No,No,No,Yes,0.32183143
17,Male,African American,Some College,14.77556058,26,No,High,Yes,No,Yes,No,1.124137186
17,Female,African American,Some College,19.19833379,8,No,Very High,No,No,No,No,2.717096954
16,Female,Caucasian,Some College,13.57094683,3,No,Moderate,No,No,No,No,2.65654078
15,Male,Caucasian,Some College,11.41122809,14,No,Low,No,No,No,No,1.527748066
15,Male,Caucasian,High School,18.91259355,10,No,Moderate,No,Yes,Yes,No,2.735672949
16,Female,Caucasian,High School,8.858742435,0,Yes,Moderate,No,Yes,Yes,No,3.748102281
17,Male,Caucasian,Some College,11.98587133,17,Yes,Moderate,No,No,No,No,1.706212489
18,Male,Caucasian,None,9.52676587,28,Yes,High,No,No,No,No,0.959041523
16,Female,Caucasian,None,18.65692443,0,Yes,Very High,Yes,No,No,Yes,4
18,Male,Other,Some College,1.521694535,7,No,High,No,No,No,No,1.858924856
17,Male,African American,Some College,10.02239402,24,Yes,Moderate,No,No,No,No,1.000775557
15,Female,Asian,High School,13.73904883,15,No,Very High,Yes,Yes,No,No,2.413651873
17,Female,Caucasian,High School,15.83813077,25,Yes,Moderate,No,No,No,No,1.172191633
16,Male,Caucasian,Bachelor's,11.66037295,27,No,Low,Yes,No,No,No,0.2759351
15,Male,Caucasian,Bachelor's,18.17835488,21,Yes,Moderate,No,Yes,No,No,1.90764038
16,Female,Caucasian,Some College,18.83982894,17,No,High,No,No,Yes,No,2.018579782
16,Male,Caucasian,Some College,1.286384464,21,No,High,No,No,No,No,0.91571218
17,Male,Asian,Some College,8.047410791,8,No,Very High,Yes,Yes,No,No,3.12911664
16,Male,African American,Higher,0.469180434,11,No,Moderate,No,No,No,No,1.945989188
17,Female,African American,Higher,6.588333147,18,Yes,Low,No,No,No,No,1.510058697
15,Male,Caucasian,High School,10.73736436,24,No,None,No,Yes,No,No,0.153031812
17,Male,Other,Bachelor's,18.21589861,17,No,High,No,Yes,No,No,1.711984677
15,Female,Caucasian,High School,16.93108645,26,Yes,High,Yes,Yes,No,No,1.419977099
17,Male,Caucasian,High School,2.549994533,4,No,Moderate,No,Yes,No,No,2.438731253
18,Male,Caucasian,Some College,1.860607495,26,No,Moderate,Yes,No,No,No,0.316755974
18,Female,Asian,Some College,11.78534678,1,No,Very High,No,Yes,No,No,3.543315915
16,Female,Other,Bachelor's,10.64235945,6,No,Very High,Yes,Yes,No,No,3.125269662
17,Female,Caucasian,None,5.327552829,26,Yes,Low,No,Yes,No,No,0.655011588
17,Female,Asian,Some College,17.98906169,9,Yes,High,Yes,Yes,No,No,3.511613863
15,Male,Asian,Bachelor's,18.54732819,14,Yes,High,No,No,Yes,No,2.862562819
16,Male,Caucasian,Bachelor's,8.052228767,24,No,Low,Yes,Yes,Yes,No,1.116228461
17,Female,Caucasian,High School,17.80605114,6,No,Moderate,Yes,No,No,No,3.201181955
16,Female,Caucasian,High School,7.678977885,27,No,Low,No,No,No,No,0.100592148
18,Male,Other,Some College,14.73633664,4,Yes,Low,Yes,No,No,No,3.017133682
17,Female,Caucasian,High School,9.518844351,14,No,High,Yes,Yes,No,No,2.220548509
17,Male,Asian,Higher,2.45166313,19,No,Moderate,Yes,No,No,Yes,1.111068462
16,Female,Caucasian,Bachelor's,18.55868402,27,No,Moderate,No,Yes,No,No,0.991892391
17,Male,Asian,High School,9.081931868,19,No,Moderate,No,No,No,No,1.175347658
16,Female,Caucasian,High School,14.68974081,14,Yes,None,Yes,No,No,No,2.292539642
17,Female,African American,None,7.343476289,9,No,High,No,No,No,Yes,2.294221357
15,Male,Asian,Bachelor's,0.377617572,23,No,Moderate,No,No,No,Yes,0.369920627
16,Female,Asian,High School,2.010607174,25,No,Moderate,Yes,Yes,No,No,0.665741207
17,Male,Asian,Some College,9.92438959,28,Yes,Very High,No,No,No,No,0.728918814
18,Male,Caucasian,Some College,13.79928714,25,No,Moderate,No,No,Yes,No,1.010198034
17,Male,African American,Some College,6.694706532,13,No,High,No,No,No,No,1.829810546
18,Male,Caucasian,None,13.90976918,25,No,Moderate,Yes,No,No,No,0.94094722
18,Male,Caucasian,High School,13.97271179,25,No,High,Yes,No,No,No,1.152866691
15,Female,African American,Bachelor's,14.07871815,9,Yes,High,Yes,No,No,No,3.030196983
16,Female,Caucasian,Bachelor's,9.85043708,16,No,Low,Yes,No,No,No,1.757091954
17,Male,African American,Some College,18.297723,20,Yes,High,No,No,Yes,No,1.966123443
15,Female,Other,None,9.78393036,13,No,None,No,No,No,Yes,1.301643736
17,Male,Caucasian,High School,9.00530387,1,Yes,Very High,No,Yes,Yes,No,3.772896608
18,Female,African American,Some College,3.98761638,15,Yes,Moderate,No,Yes,Yes,No,1.922165909
16,Female,Caucasian,High School,6.153101747,12,No,High,No,No,No,No,1.789036776
17,Female,Caucasian,Bachelor's,0.84668985,26,No,Moderate,Yes,No,No,Yes,0.632988118
17,Female,Caucasian,Some College,12.67070587,8,No,High,Yes,No,Yes,No,2.850435292
18,Male,Other,None,4.970714879,6,No,Very High,No,No,No,No,2.684821287
17,Male,Asian,Bachelor's,6.08310509,15,No,High,Yes,No,No,No,1.89934025
17,Female,Other,Higher,15.41629043,9,No,Low,Yes,No,No,No,2.454306702
18,Female,Other,None,6.544423663,23,Yes,Moderate,Yes,No,No,No,1.208332283
15,Male,Caucasian,Some College,4.84391784,21,No,Moderate,No,Yes,No,No,1.526916046
18,Female,Caucasian,High School,3.381154983,8,Yes,Moderate,No,Yes,No,No,2.686716754
15,Male,African American,High School,15.49716804,21,No,Moderate,No,No,Yes,No,1.130785359
16,Male,Caucasian,High School,2.59412516,22,No,Moderate,No,No,No,No,0.741103055
15,Male,Caucasian,Some College,9.075075205,6,Yes,Moderate,No,No,Yes,No,2.893400295
15,Female,Caucasian,Higher,10.13860232,15,No,Low,Yes,No,No,No,1.376380688
16,Male,African American,Some College,13.74779825,8,No,Moderate,No,No,No,No,1.935602561
15,Female,African American,None,12.66566965,26,Yes,Low,No,Yes,Yes,No,1.058311352
18,Male,Caucasian,Some College,16.21441346,23,Yes,Low,No,Yes,No,No,1.230428756
15,Female,Caucasian,High School,0.895028679,28,No,High,Yes,No,No,No,0.14706887
16,Female,African American,Bachelor's,5.928814496,16,No,None,No,Yes,No,Yes,1.169690514
18,Female,African American,Some College,5.602682376,19,No,Moderate,No,No,No,No,1.016215042
16,Male,Caucasian,High School,2.920338112,6,No,Moderate,Yes,No,Yes,No,2.521027735
16,Male,Asian,High School,5.783565077,10,No,Moderate,No,No,No,No,2.027841922
17,Female,Caucasian,Some College,6.195306283,7,No,High,Yes,No,No,No,2.670947554
17,Female,Caucasian,High School,10.43768924,6,No,Moderate,No,Yes,No,No,2.872879366
16,Female,Asian,Some College,13.27408958,27,Yes,Low,No,Yes,No,No,1.029648645
16,Male,African American,High School,7.622010272,18,Yes,High,No,No,No,No,1.757497313
16,Male,Caucasian,High School,14.38940463,19,No,Very High,Yes,Yes,No,No,1.895283343
17,Male,African American,Some College,6.723306772,11,No,None,Yes,Yes,No,Yes,2.035367286
17,Male,African American,Bachelor's,5.805673546,6,No,Moderate,No,No,No,No,2.053147894
15,Female,Asian,Bachelor's,10.82376112,7,No,Moderate,No,No,No,No,2.329719254
15,Female,Asian,High School,0.474327206,6,No,Low,No,Yes,No,No,1.756211553
16,Male,African American,High School,1.595782473,5,No,Moderate,Yes,Yes,Yes,No,2.827342954
18,Male,Caucasian,High School,8.359390872,24,No,High,No,No,No,No,0.693712512
18,Female,Caucasian,Some College,18.85825423,8,Yes,Low,No,No,Yes,No,2.953961922
17,Male,Caucasian,Some College,14.4302356,26,Yes,Very High,No,No,No,No,0.989468441
17,Male,Caucasian,Bachelor's,1.76253139,12,Yes,Moderate,No,Yes,No,No,2.137068106
17,Male,African American,Bachelor's,16.92636026,6,No,Moderate,Yes,Yes,No,No,3.032105333
16,Male,African American,High School,14.64601541,7,No,High,Yes,No,No,No,2.804363175
18,Male,Caucasian,Some College,12.21893051,21,No,None,No,No,No,No,0.612802502
15,Male,Caucasian,Bachelor's,16.40585921,16,Yes,Moderate,No,Yes,No,No,2.20223294
16,Female,Caucasian,Bachelor's,8.082196955,16,No,Moderate,No,No,No,No,1.410262038
15,Male,Caucasian,None,4.430021017,15,No,Moderate,No,Yes,No,No,1.441409543
15,Male,Asian,High School,10.24046778,21,No,Moderate,Yes,No,No,Yes,1.233587021
16,Female,Caucasian,Some College,10.97683511,1,No,None,No,No,No,No,2.790575147
15,Female,African American,High School,10.76652744,29,No,Low,No,No,No,No,0.378543635
18,Female,Other,High School,11.30147583,7,No,Low,No,No,No,Yes,2.172812322
15,Male,Caucasian,None,18.97409836,16,No,Very High,Yes,Yes,No,No,2.391687683
18,Female,Caucasian,Some College,18.04491246,12,No,None,No,Yes,No,No,1.783107467
18,Male,Caucasian,High School,17.51434073,17,No,Low,Yes,Yes,No,No,1.785926986
18,Male,African American,None,16.02833622,23,No,Very High,Yes,No,No,No,1.268772123
17,Male,African American,High School,18.86856215,27,Yes,High,Yes,No,No,No,1.486865652
15,Female,Caucasian,Bachelor's,1.969892834,21,No,Moderate,Yes,No,No,No,1.061935997
16,Female,African American,Bachelor's,5.302465229,27,No,None,No,Yes,No,No,0
